Date,Brand,Product Name,Rating,Gender,Age,Platform,Verified Purchase,Cleaned Review
03-03-2025,Apple,iPhone 15 Pro Max,1,Other,43,Flipkart,TRUE,"The battery is disappointing, overheats with an issue. The design is top-notch, is wonderfully elegant. The UI is awesome, is a joy to use. The sound is positive, is rich and loud."
04-12-2024,Apple,iPhone 15 Pro Max,4,Female,29,Amazon,TRUE,"The display is terrific, is crystal clear. The sound is excellent, is wonderfully immersive. The camera is fantastic, excels in low light. The design is smooth, feels sleek and premium."
24-09-2024,Samsung,S24 Ultra,2,Male,35,Flipkart,TRUE,"The UI is smooth, interface feels seamless. The sound is subpar, feels pathetic."
12-06-2024,Samsung,S24 Ultra,5,Other,37,Amazon,TRUE,"The UI is weak, feels clunky and slow. The display is delightful, brightness is outstanding. The camera is top-notch, snaps sharp images. The sound is laggy, distorts at max volume."
24-03-2024,Samsung,S24 Ultra,5,Female,22,Amazon,TRUE,"The display is stellar, is crystal clear. The design is positive, style is unmatched. The camera is excellent, offers perfect quality."
01-04-2025,Apple,iPhone 15 Pro Max,4,Male,44,Flipkart,TRUE,"The sound is laggy, muffles with an issue. The UI is perfect, runs silky smooth. The battery is annoying, drains way too fast. The performance is poor, overheats badly. The camera is perfect, excels in low light."
18-05-2024,Samsung,S24 Ultra,3,Other,42,Flipkart,FALSE,"The performance is awful, freezes with an issue. The battery is mediocre, barely lasts a few hours. The display is smooth, looks razor-sharp. The camera is horrible, quality is mediocre. The UI is top-notch, design is fantastic."
23-01-2025,Apple,iPhone 15 Pro Max,2,Female,27,Flipkart,TRUE,"The battery is bad, has terrible life. The sound is amazing, music sounds fantastic."
04-02-2024,Samsung,S24 Ultra,5,Female,21,Amazon,TRUE,"The performance is outstanding, multitasking is a breeze. The camera is pathetic, focus is unreliable. The display is brilliant, colors pop brilliantly. The sound is awesome, volume is impressive. The battery is perfect, charges in a flash."
08-10-2024,Apple,iPhone 15 Pro Max,5,Other,29,Flipkart,TRUE,"The UI is frustrating, layout is frustrating. The sound is perfect, delivers outstanding clarity."
03-11-2024,Samsung,S24 Ultra,2,Female,48,Amazon,FALSE,"The design is annoying, looks uninspired. The sound is annoying, muffles with an issue. The camera is smooth, produces vivid colors. The performance is excellent, zero lag anywhere."
14-01-2025,Apple,iPhone 15 Pro Max,5,Female,30,Amazon,TRUE,"The design is flawless, style is unmatched. The battery is laggy, charges painfully slow."
01-08-2024,Samsung,S24 Ultra,3,Other,18,Amazon,FALSE,"The sound is unreliable, quality is poor. The performance is smooth, is absolutely stellar."
25-11-2024,Samsung,S24 Ultra,4,Female,59,Flipkart,TRUE,"The display is phenomenal, brightness is outstanding. The performance is lousy, is annoyingly slow. The sound is flawless, delivers outstanding clarity. The battery is good, charges in a flash."
03-03-2025,Samsung,S24 Ultra,2,Male,32,Flipkart,TRUE,"The performance is phenomenal, power is impressive. The display is phenomenal, is crystal clear. The UI is wonderful, navigation is intuitive."
23-05-2024,Samsung,S24 Ultra,2,Other,52,Amazon,TRUE,"The design is good, looks absolutely gorgeous. The sound is smooth, is rich and loud."
03-06-2024,Apple,iPhone 15 Pro Max,2,Female,41,Amazon,TRUE,"The sound is good, is rich and loud. The performance is superb, is absolutely stellar. The battery is bad, barely lasts a few hours. The display is dreadful, colors seem washed out. The UI is amazing, is a joy to use."
01-06-2024,Apple,iPhone 15 Pro Max,2,Female,34,Flipkart,TRUE,"The battery is smooth, charges in a flash. The UI is poor, experience is annoying. The performance is terrible, lags during heavy use. The display is terrific, is absolutely breathtaking. The sound is good, volume is impressive."
24-06-2024,Apple,iPhone 15 Pro Max,4,Female,59,Flipkart,TRUE,"The display is flawless, is crystal clear. The battery is excellent, life is phenomenal."
14-10-2024,Apple,iPhone 15 Pro Max,2,Other,38,Amazon,FALSE,"The design is horrible, slips too easily. The sound is flawless, is wonderfully immersive. The performance is top-notch, runs lightning fast."
28-01-2025,Apple,iPhone 15 Pro Max,1,Female,40,Amazon,TRUE,"The design is delightful, is wonderfully elegant. The battery is brilliant, lasts incredibly long. The UI is impressive, design is fantastic."
21-08-2024,Samsung,S24 Ultra,5,Other,45,Amazon,TRUE,"The battery is superb, offers superb backup. The display is awesome, visuals are top-notch. The UI is wonderful, interface feels seamless. The camera is outstanding, snaps sharp images. The sound is superb, is rich and loud."
15-05-2024,Apple,iPhone 15 Pro Max,2,Male,53,Flipkart,TRUE,"The UI is delightful, runs silky smooth. The display is bad, brightness is weak."
27-02-2025,Samsung,S24 Ultra,1,Female,53,Amazon,TRUE,"The sound is outstanding, bass is deep and strong. The performance is excellent, multitasking is a breeze. The camera is perfect, produces vivid colors."
10-05-2025,Apple,iPhone 15 Pro Max,3,Male,33,Flipkart,TRUE,"The performance is terrific, runs lightning fast. The battery is mediocre, overheats with an issue. The camera is perfect, is a delightful feature."
19-05-2024,Samsung,S24 Ultra,3,Female,30,Flipkart,TRUE,"The UI is terrific, runs silky smooth. The design is flawless, build is luxurious. The performance is top-notch, multitasking is a breeze. The camera is top-notch, captures stunning photos. The display is subpar, quality is mediocre."
02-08-2024,Samsung,S24 Ultra,3,Female,22,Flipkart,TRUE,"The sound is awesome, volume is impressive. The UI is terrific, interface feels seamless. The camera is delightful, snaps sharp images."
14-02-2025,Samsung,S24 Ultra,5,Male,41,Amazon,TRUE,"The sound is delightful, is rich and loud. The design is terrific, fits perfectly in hand. The UI is dreadful, loaded with bloatware."
11-01-2024,Apple,iPhone 15 Pro Max,3,Male,51,Amazon,TRUE,"The performance is weak, lags during heavy use. The sound is excellent, is rich and loud. The display is slow, brightness is weak. The camera is impressive, excels in low light. The design is wonderful, looks absolutely gorgeous."
09-04-2024,Samsung,S24 Ultra,4,Male,37,Amazon,FALSE,"The battery is fantastic, life is phenomenal. The UI is fantastic, is a joy to use."
12-06-2024,Samsung,S24 Ultra,5,Male,47,Amazon,TRUE,"The camera is delightful, excels in low light. The sound is perfect, is wonderfully immersive. The performance is positive, multitasking is a breeze."
12-10-2024,Apple,iPhone 15 Pro Max,5,Male,52,Amazon,TRUE,"The performance is phenomenal, is absolutely stellar. The battery is disappointing, barely lasts a few hours. The UI is terrific, is a joy to use."
26-04-2024,Samsung,S24 Ultra,3,Female,57,Amazon,FALSE,"The display is smooth, brightness is outstanding. The design is wonderful, style is unmatched. The battery is terrific, delivers stellar endurance. The camera is flawless, snaps sharp images."
09-03-2025,Apple,iPhone 15 Pro Max,4,Female,59,Amazon,TRUE,"The UI is wonderful, interface feels seamless. The camera is positive, snaps sharp images. The sound is frustrating, quality is poor. The design is phenomenal, looks absolutely gorgeous. The display is subpar, flickers with an issue."
20-06-2024,Apple,iPhone 15 Pro Max,5,Male,32,Flipkart,TRUE,"The display is pathetic, quality is mediocre. The UI is weak, looks outdated. The camera is flawless, captures stunning photos."
01-10-2024,Samsung,S24 Ultra,5,Female,20,Flipkart,TRUE,"The battery is wonderful, lasts incredibly long. The sound is amazing, delivers outstanding clarity. The camera is flawless, is a delightful feature. The UI is delightful, animations are flawless. The design is delightful, build is luxurious."
30-07-2024,Apple,iPhone 15 Pro Max,1,Female,52,Flipkart,TRUE,"The UI is superb, is a joy to use. The sound is awful, distorts at max volume. The design is dreadful, feels bulky and cheap."
10-10-2024,Apple,iPhone 15 Pro Max,2,Male,38,Amazon,TRUE,"The performance is impressive, handles apps effortlessly. The camera is excellent, snaps sharp images. The display is superb, visuals are top-notch. The UI is lousy, lags with an issue. The design is disappointing, is too heavy."
03-01-2024,Apple,iPhone 15 Pro Max,4,Female,40,Amazon,TRUE,"The camera is outstanding, produces vivid colors. The performance is awesome, is absolutely stellar. The design is disappointing, is a disappointing aspect. The sound is terrible, is tinny and weak. The display is impressive, looks razor-sharp."
07-05-2024,Apple,iPhone 15 Pro Max,4,Female,45,Amazon,FALSE,"The sound is problem, is tinny and weak. The UI is problem, loaded with bloatware. The camera is fantastic, captures stunning photos."
09-02-2025,Samsung,S24 Ultra,2,Male,23,Amazon,TRUE,"The battery is good, lasts incredibly long. The camera is amazing, snaps sharp images. The display is phenomenal, looks razor-sharp. The sound is excellent, volume is impressive. The UI is awful, layout is frustrating."
11-01-2025,Samsung,S24 Ultra,2,Male,26,Amazon,TRUE,"The display is wonderful, visuals are top-notch. The sound is awesome, is wonderfully immersive."
29-03-2025,Apple,iPhone 15 Pro Max,1,Female,26,Amazon,TRUE,"The UI is excellent, navigation is intuitive. The performance is delightful, power is impressive. The design is good, style is unmatched. The camera is laggy, struggles at night. The battery is laggy, is a disappointing letdown."
05-02-2025,Samsung,S24 Ultra,1,Female,33,Flipkart,TRUE,"The performance is good, runs lightning fast. The sound is slow, lacks depth. The display is flawless, is crystal clear."
09-01-2025,Apple,iPhone 15 Pro Max,4,Other,22,Amazon,TRUE,"The UI is great, design is fantastic. The camera is stellar, snaps sharp images."
09-03-2025,Samsung,S24 Ultra,1,Female,52,Amazon,TRUE,"The battery is terrific, keeps going all day. The display is excellent, brightness is outstanding. The camera is smooth, captures stunning photos. The sound is perfect, is rich and loud."
09-04-2025,Apple,iPhone 15 Pro Max,3,Female,60,Amazon,TRUE,"The sound is wonderful, music sounds fantastic. The battery is problem, has terrible life. The camera is superb, is a delightful feature."
30-04-2024,Apple,iPhone 15 Pro Max,3,Female,35,Amazon,TRUE,"The performance is great, zero lag anywhere. The design is negative, build quality is lousy."
10-06-2024,Samsung,S24 Ultra,1,Female,25,Amazon,TRUE,"The battery is phenomenal, charges in a flash. The design is awesome, build is luxurious."
06-02-2024,Samsung,S24 Ultra,2,Male,44,Flipkart,TRUE,"The display is great, colors pop brilliantly. The UI is stellar, interface feels seamless."
14-02-2025,Apple,iPhone 15 Pro Max,4,Female,37,Flipkart,TRUE,"The battery is unreliable, has terrible life. The UI is flawless, design is fantastic. The camera is laggy, is a disappointing aspect. The sound is issue, distorts at max volume. The performance is perfect, handles apps effortlessly."
26-08-2024,Samsung,S24 Ultra,1,Other,18,Flipkart,FALSE,"The battery is great, offers superb backup. The camera is poor, blurs in dim light. The display is stellar, is crystal clear. The sound is lousy, lacks depth."
27-03-2024,Apple,iPhone 15 Pro Max,5,Male,43,Amazon,TRUE,"The performance is issue, is annoyingly slow. The sound is brilliant, is wonderfully immersive."
30-11-2024,Samsung,S24 Ultra,4,Male,22,Amazon,TRUE,"The camera is impressive, produces vivid colors. The battery is top-notch, charges in a flash."
31-07-2024,Samsung,S24 Ultra,3,Female,25,Amazon,TRUE,"The design is brilliant, build is luxurious. The sound is smooth, bass is deep and strong. The display is great, visuals are top-notch. The battery is fantastic, lasts incredibly long."
18-02-2025,Samsung,S24 Ultra,5,Female,33,Amazon,TRUE,"The battery is issue, has terrible life. The design is terrific, fits perfectly in hand. The sound is poor, muffles with an issue."
22-09-2024,Apple,iPhone 15 Pro Max,1,Other,30,Flipkart,FALSE,"The design is impressive, feels sleek and premium. The UI is flawless, design is fantastic."
08-02-2025,Samsung,S24 Ultra,1,Male,45,Amazon,TRUE,"The UI is terrible, looks outdated. The design is smooth, style is unmatched. The performance is perfect, is absolutely stellar."
05-05-2025,Apple,iPhone 15 Pro Max,1,Male,26,Flipkart,TRUE,"The sound is lousy, lacks depth. The display is phenomenal, brightness is outstanding. The battery is frustrating, overheats with an issue."
01-02-2025,Samsung,S24 Ultra,2,Male,56,Amazon,TRUE,"The battery is smooth, offers superb backup. The performance is smooth, runs lightning fast. The display is great, colors pop brilliantly. The UI is terrific, runs silky smooth."
26-06-2024,Apple,iPhone 15 Pro Max,2,Female,40,Amazon,TRUE,"The display is weak, feels dull. The design is phenomenal, feels sleek and premium. The camera is smooth, offers perfect quality. The sound is stellar, is wonderfully immersive."
01-01-2024,Samsung,S24 Ultra,5,Male,26,Flipkart,TRUE,"The battery is stellar, charges in a flash. The design is lousy, is a disappointing aspect. The camera is mediocre, struggles at night. The display is outstanding, brightness is outstanding."
19-05-2024,Apple,iPhone 15 Pro Max,4,Female,49,Flipkart,TRUE,"The camera is outstanding, excels in low light. The sound is good, volume is impressive. The display is mediocre, feels dull. The design is delightful, fits perfectly in hand."
14-08-2024,Apple,iPhone 15 Pro Max,4,Male,22,Amazon,TRUE,"The camera is superb, excels in low light. The sound is excellent, bass is deep and strong. The battery is amazing, life is phenomenal. The UI is terrific, design is fantastic."
05-03-2025,Apple,iPhone 15 Pro Max,4,Female,42,Flipkart,TRUE,"The design is flawless, style is unmatched. The performance is smooth, multitasking is a breeze."
07-04-2025,Apple,iPhone 15 Pro Max,1,Male,38,Flipkart,FALSE,"The UI is negative, experience is annoying. The camera is excellent, produces vivid colors."
09-05-2025,Apple,iPhone 15 Pro Max,4,Other,28,Flipkart,TRUE,"The UI is dreadful, experience is annoying. The camera is top-notch, produces vivid colors."
15-10-2024,Samsung,S24 Ultra,2,Male,43,Flipkart,TRUE,"The battery is unreliable, charges painfully slow. The performance is good, multitasking is a breeze. The design is outstanding, feels sleek and premium. The UI is amazing, runs silky smooth."
11-02-2025,Samsung,S24 Ultra,4,Female,34,Amazon,TRUE,"The camera is superb, snaps sharp images. The UI is smooth, runs silky smooth. The performance is awesome, power is impressive. The sound is poor, quality is poor. The battery is top-notch, delivers stellar endurance."
20-08-2024,Apple,iPhone 15 Pro Max,4,Female,44,Flipkart,TRUE,"The performance is great, is absolutely stellar. The UI is stellar, is a joy to use. The battery is unreliable, has terrible life."
03-05-2024,Samsung,S24 Ultra,2,Other,28,Amazon,FALSE,"The battery is dreadful, has terrible life. The performance is slow, stumbles with games. The design is excellent, feels sleek and premium."
01-02-2025,Samsung,S24 Ultra,5,Male,35,Flipkart,FALSE,"The design is stellar, looks absolutely gorgeous. The sound is awesome, delivers outstanding clarity."
12-04-2024,Apple,iPhone 15 Pro Max,5,Female,36,Flipkart,FALSE,"The performance is superb, zero lag anywhere. The sound is delightful, volume is impressive. The design is great, looks absolutely gorgeous. The display is disappointing, quality is mediocre."
31-08-2024,Apple,iPhone 15 Pro Max,4,Other,41,Amazon,TRUE,"The UI is issue, feels clunky and slow. The design is impressive, fits perfectly in hand. The performance is perfect, is absolutely stellar. The battery is laggy, charges painfully slow."
04-08-2024,Samsung,S24 Ultra,4,Female,41,Amazon,TRUE,"The battery is stellar, keeps going all day. The UI is positive, navigation is intuitive. The display is smooth, looks razor-sharp."
12-04-2025,Apple,iPhone 15 Pro Max,3,Female,35,Flipkart,FALSE,"The sound is impressive, delivers outstanding clarity. The battery is weak, barely lasts a few hours. The design is wonderful, build is luxurious. The camera is problem, is a disappointing aspect. The performance is poor, is annoyingly slow."
29-01-2024,Samsung,S24 Ultra,1,Male,54,Amazon,FALSE,"The sound is frustrating, is tinny and weak. The camera is bad, quality is mediocre. The UI is negative, looks outdated."
09-01-2024,Apple,iPhone 15 Pro Max,3,Female,37,Flipkart,TRUE,"The design is stellar, is wonderfully elegant. The UI is amazing, interface feels seamless. The performance is wonderful, is absolutely stellar. The sound is delightful, bass is deep and strong. The battery is amazing, delivers stellar endurance."
06-03-2024,Samsung,S24 Ultra,3,Female,35,Flipkart,TRUE,"The camera is unreliable, quality is mediocre. The design is awesome, style is unmatched. The display is phenomenal, brightness is outstanding. The sound is perfect, is wonderfully immersive."
01-02-2025,Apple,iPhone 15 Pro Max,5,Female,54,Amazon,TRUE,"The sound is lousy, muffles with an issue. The display is fantastic, visuals are top-notch. The performance is negative, is annoyingly slow."
09-04-2024,Samsung,S24 Ultra,2,Female,53,Amazon,FALSE,"The sound is outstanding, is wonderfully immersive. The battery is brilliant, charges in a flash. The camera is outstanding, snaps sharp images. The UI is weak, loaded with bloatware."
13-03-2024,Samsung,S24 Ultra,2,Female,42,Flipkart,TRUE,"The camera is flawless, snaps sharp images. The design is fantastic, feels sleek and premium. The UI is fantastic, runs silky smooth."
29-02-2024,Apple,iPhone 15 Pro Max,4,Male,28,Amazon,TRUE,"The camera is perfect, snaps sharp images. The display is phenomenal, is crystal clear."
05-01-2024,Apple,iPhone 15 Pro Max,5,Male,41,Amazon,FALSE,"The battery is issue, has terrible life. The sound is wonderful, bass is deep and strong. The design is terrific, is wonderfully elegant."
09-11-2024,Apple,iPhone 15 Pro Max,1,Female,37,Flipkart,TRUE,"The performance is weak, is annoyingly slow. The sound is negative, lacks depth. The camera is smooth, is a delightful feature. The UI is laggy, experience is annoying."
23-01-2024,Apple,iPhone 15 Pro Max,1,Male,59,Amazon,TRUE,"The design is great, style is unmatched. The display is good, looks razor-sharp. The sound is perfect, is wonderfully immersive. The battery is top-notch, charges in a flash."
30-04-2025,Apple,iPhone 15 Pro Max,2,Female,58,Amazon,TRUE,"The sound is delightful, volume is impressive. The display is amazing, is absolutely breathtaking."
30-04-2024,Samsung,S24 Ultra,1,Female,49,Amazon,TRUE,"The design is horrible, slips too easily. The display is phenomenal, colors pop brilliantly. The camera is phenomenal, produces vivid colors. The UI is good, animations are flawless."
01-04-2024,Apple,iPhone 15 Pro Max,5,Female,27,Amazon,TRUE,"The sound is superb, volume is impressive. The design is outstanding, fits perfectly in hand."
20-04-2025,Apple,iPhone 15 Pro Max,1,Female,20,Flipkart,TRUE,"The performance is terrible, lags during heavy use. The sound is negative, feels pathetic. The battery is impressive, keeps going all day. The display is excellent, brightness is outstanding."
16-12-2024,Apple,iPhone 15 Pro Max,1,Male,47,Flipkart,FALSE,"The design is great, build is luxurious. The performance is flawless, zero lag anywhere. The camera is subpar, takes grainy shots. The battery is lousy, barely lasts a few hours. The sound is awesome, is wonderfully immersive."
14-05-2025,Apple,iPhone 15 Pro Max,4,Male,22,Flipkart,TRUE,"The sound is flawless, volume is impressive. The design is brilliant, is wonderfully elegant."
07-04-2024,Samsung,S24 Ultra,2,Female,60,Flipkart,TRUE,"The battery is frustrating, charges painfully slow. The sound is negative, is tinny and weak."
18-05-2025,Samsung,S24 Ultra,2,Male,35,Amazon,TRUE,"The performance is subpar, lags during heavy use. The camera is subpar, focus is unreliable. The battery is phenomenal, life is phenomenal. The design is amazing, looks absolutely gorgeous. The sound is top-notch, music sounds fantastic."
01-01-2024,Apple,iPhone 15 Pro Max,5,Other,58,Flipkart,FALSE,"The sound is lousy, is tinny and weak. The design is subpar, build quality is lousy. The performance is delightful, is absolutely stellar."
29-04-2025,Samsung,S24 Ultra,4,Male,60,Amazon,TRUE,"The design is terrible, slips too easily. The sound is perfect, is rich and loud. The UI is positive, navigation is intuitive. The display is terrific, colors pop brilliantly."
13-04-2025,Apple,iPhone 15 Pro Max,3,Male,44,Amazon,FALSE,"The design is flawless, is wonderfully elegant. The performance is phenomenal, handles apps effortlessly."
19-02-2024,Samsung,S24 Ultra,5,Female,50,Amazon,TRUE,"The sound is delightful, music sounds fantastic. The camera is frustrating, quality is mediocre. The battery is delightful, life is phenomenal."
11-09-2024,Samsung,S24 Ultra,4,Other,36,Flipkart,FALSE,"The performance is top-notch, runs lightning fast. The display is top-notch, visuals are top-notch. The sound is positive, music sounds fantastic."
24-10-2024,Samsung,S24 Ultra,2,Other,59,Amazon,TRUE,"The sound is perfect, volume is impressive. The battery is top-notch, charges in a flash. The UI is dreadful, loaded with bloatware. The performance is good, zero lag anywhere."
28-05-2024,Apple,iPhone 15 Pro Max,1,Male,28,Flipkart,TRUE,"The design is top-notch, feels sleek and premium. The battery is impressive, lasts incredibly long. The UI is top-notch, navigation is intuitive."
02-02-2025,Apple,iPhone 15 Pro Max,5,Female,36,Amazon,FALSE,"The performance is positive, is absolutely stellar. The sound is subpar, distorts at max volume. The UI is lousy, looks outdated. The battery is unreliable, has terrible life. The design is positive, fits perfectly in hand."
04-04-2025,Apple,iPhone 15 Pro Max,1,Male,29,Amazon,TRUE,"The UI is superb, interface feels seamless. The display is awesome, looks razor-sharp. The design is brilliant, is wonderfully elegant. The camera is delightful, is a delightful feature. The battery is flawless, keeps going all day."
01-01-2025,Apple,iPhone 15 Pro Max,3,Female,29,Amazon,TRUE,"The performance is wonderful, multitasking is a breeze. The display is disappointing, brightness is weak. The sound is positive, music sounds fantastic."
